query_order	query_id	background_id	contrast_order	contrast_id	kda_run_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	query_direction	structural_status	structurally_available	source_significant_feature_rows	mapped_unique_query_genes	duplicate_symbol_collapses	query_size	background_size	query_status	schema_version
67	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	23	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	NA	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	2	2	0	2	804	query_below_minimum	fine_deg_pathway_query_manifest_v1
68	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	23	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	NA	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	804	query_below_minimum	fine_deg_pathway_query_manifest_v1
69	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	23	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	NA	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	804	query_below_minimum	fine_deg_pathway_query_manifest_v1
70	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4	24	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4	NA	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	21	21	0	21	799	testable_query	fine_deg_pathway_query_manifest_v1
71	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4	24	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4	NA	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	8	8	0	8	799	testable_query	fine_deg_pathway_query_manifest_v1
72	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4	24	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e4	NA	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	13	13	0	13	799	testable_query	fine_deg_pathway_query_manifest_v1
73	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	25	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	114	114	0	114	911	testable_query	fine_deg_pathway_query_manifest_v1
74	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	25	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	105	105	0	105	911	testable_query	fine_deg_pathway_query_manifest_v1
75	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	25	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	9	9	0	9	911	testable_query	fine_deg_pathway_query_manifest_v1
76	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	26	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	31	31	0	31	922	testable_query	fine_deg_pathway_query_manifest_v1
77	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33::AD_up_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	26	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	13	13	0	13	922	testable_query	fine_deg_pathway_query_manifest_v1
78	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33::AD_down_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	26	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	18	18	0	18	922	testable_query	fine_deg_pathway_query_manifest_v1
79	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4::AD_any_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	27	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	39	39	0	39	935	testable_query	fine_deg_pathway_query_manifest_v1
80	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4::AD_up_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	27	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	935	query_below_minimum	fine_deg_pathway_query_manifest_v1
81	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4::AD_down_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	27	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	37	37	0	37	935	testable_query	fine_deg_pathway_query_manifest_v1
82	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2::AD_any_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	28	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	282	282	0	282	918	testable_query	fine_deg_pathway_query_manifest_v1
83	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2::AD_up_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	28	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	41	41	0	41	918	testable_query	fine_deg_pathway_query_manifest_v1
84	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	28	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	241	241	0	241	918	testable_query	fine_deg_pathway_query_manifest_v1
85	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	29	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	6	6	0	6	901	testable_query	fine_deg_pathway_query_manifest_v1
86	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	29	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	5	5	0	5	901	testable_query	fine_deg_pathway_query_manifest_v1
87	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	29	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	901	query_below_minimum	fine_deg_pathway_query_manifest_v1
88	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	30	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	28	28	0	28	891	testable_query	fine_deg_pathway_query_manifest_v1
89	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	30	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	18	18	0	18	891	testable_query	fine_deg_pathway_query_manifest_v1
90	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	30	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	NA	excitatory_set2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	10	10	0	10	891	testable_query	fine_deg_pathway_query_manifest_v1
91	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	31	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	49	49	0	49	933	testable_query	fine_deg_pathway_query_manifest_v1
92	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	31	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	47	47	0	47	933	testable_query	fine_deg_pathway_query_manifest_v1
93	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	31	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	2	2	0	2	933	query_below_minimum	fine_deg_pathway_query_manifest_v1
94	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	32	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	34	34	0	34	903	testable_query	fine_deg_pathway_query_manifest_v1
95	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33::AD_up_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	32	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	31	31	0	31	903	testable_query	fine_deg_pathway_query_manifest_v1
96	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33::AD_down_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	32	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	3	3	0	3	903	testable_query	fine_deg_pathway_query_manifest_v1
97	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4::AD_any_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	33	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	55	55	0	55	907	testable_query	fine_deg_pathway_query_manifest_v1
98	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4::AD_up_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	33	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	6	6	0	6	907	testable_query	fine_deg_pathway_query_manifest_v1
99	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4::AD_down_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	33	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	49	49	0	49	907	testable_query	fine_deg_pathway_query_manifest_v1
100	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2::AD_any_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	34	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	287	287	0	287	892	testable_query	fine_deg_pathway_query_manifest_v1
101	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2::AD_up_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	34	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	71	71	0	71	892	testable_query	fine_deg_pathway_query_manifest_v1
102	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	34	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	216	216	0	216	892	testable_query	fine_deg_pathway_query_manifest_v1
103	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	35	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	15	15	0	15	872	testable_query	fine_deg_pathway_query_manifest_v1
104	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	35	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	4	4	0	4	872	testable_query	fine_deg_pathway_query_manifest_v1
105	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	35	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	11	11	0	11	872	testable_query	fine_deg_pathway_query_manifest_v1
106	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	36	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	42	42	0	42	880	testable_query	fine_deg_pathway_query_manifest_v1
107	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	36	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	39	39	0	39	880	testable_query	fine_deg_pathway_query_manifest_v1
108	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	36	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	NA	excitatory_set2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	3	3	0	3	880	testable_query	fine_deg_pathway_query_manifest_v1
109	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	37	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	53	53	0	53	874	testable_query	fine_deg_pathway_query_manifest_v1
110	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	37	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	29	29	0	29	874	testable_query	fine_deg_pathway_query_manifest_v1
111	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	37	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	24	24	0	24	874	testable_query	fine_deg_pathway_query_manifest_v1
112	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	38	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	22	22	0	22	868	testable_query	fine_deg_pathway_query_manifest_v1
113	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33::AD_up_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	38	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	17	17	0	17	868	testable_query	fine_deg_pathway_query_manifest_v1
114	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33::AD_down_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	38	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	5	5	0	5	868	testable_query	fine_deg_pathway_query_manifest_v1
115	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4::AD_any_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	39	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	83	83	0	83	856	testable_query	fine_deg_pathway_query_manifest_v1
116	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4::AD_up_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	39	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	3	3	0	3	856	testable_query	fine_deg_pathway_query_manifest_v1
117	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4::AD_down_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	39	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	80	80	0	80	856	testable_query	fine_deg_pathway_query_manifest_v1
118	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2::AD_any_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	40	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	245	245	0	245	848	testable_query	fine_deg_pathway_query_manifest_v1
119	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2::AD_up_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	40	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	41	41	0	41	848	testable_query	fine_deg_pathway_query_manifest_v1
120	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	40	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	204	204	0	204	848	testable_query	fine_deg_pathway_query_manifest_v1
121	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	41	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	7	7	0	7	818	testable_query	fine_deg_pathway_query_manifest_v1
122	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	41	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	818	query_below_minimum	fine_deg_pathway_query_manifest_v1
123	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	41	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	NA	excitatory_set2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	6	6	0	6	818	testable_query	fine_deg_pathway_query_manifest_v1
